id,Title,Content,Permalink,Post Type
650,Mobidea and RedTrack,"




Mobidea is a mobile affiliate network focused on CPA advertising.



Integration





Before you proceed with the integration, make sure to have the already added:




Custom tracking domain



Conversion events&nbsp;you want to track



Traffic channel






1. Add Mobidea as an Offer source in RedTrack.



RedTrack → Offer sources → New from template → Add Mobidea template → copy the Postback URL → Save the template: 











Refer to this article for details on Offer sources in RedTrack.



2. Add Postback URL from RedTrack to Mobidea. 



Go to your Mobidea account → Settings →&nbsp;Global Postback → put the postback&nbsp;from RedTrack&nbsp;to the&nbsp;Insert your domain section (do not put https before potback url) → Save changes:







3. Add the offer link from Mobidea to RedTrack.



3.1 In your Mobidea account go to Offers → apply for an offer → once approved, open the offer, and copy the Offer link.



3.2 In your RedTrack account go to Offers&nbsp;→ Create new offer → add Mobidea offer link in the URL field -&gt; add the tracking parameters ""tag={clickid}"" at the end of the offer URL → Save changes to the template:







Refer to this guide for details on how to fill in the rest of the fields in the Offer form.



4. Create the campaign with the traffic channel you buy the traffic from and the offer you have just added.



To create a Campaign refer to:




this guide&nbsp;for Advertisers.



this guide&nbsp;for Affiliates.



",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/mobidea/,docs
652,Everad and RedTrack,"




Everad is a supplier of offers in the Health &amp; Beauty vertical. As a direct advertiser, Everad works with affiliates without intermediaries and can provide very profitable terms. Thanks to their expertise in Nutra vertical and control of all business processes Everad's offers and promo assets demonstrate top performance on every stage.



Integration





Before you proceed with the integration, make sure to have the already added:




Custom tracking domain



Conversion events



Traffic channel






1. Add Everad as an Offer source in RedTrack.



Offer sources→ New from template→ find Everad template→ Add → copy the Postback URL→ Save the template:











Refer to this article for details on Offer sources in RedTrack.



2. Set up the Postback URL in Everad.



2.1 In your Everad account go to Campaigns → Global Postback:







2.2 Paste the RT Postback URL (copied in step 1) into the Global postback URL field and save it:







3. Get the Everad offer.



3.1 In your o to the Sources tab → select the type of source you advertise in → provide the name of that source → click the Create source button:







3.2 In Everad, you have a selection of offers for you to choose from. After you find your offer, you will have to request it. To do that, perform the following steps:




In Everad, go to the Offers tab.









Set any filtering options you want by selecting appropriate options from the drop-down menu → locate the offer you like from the list below and click the Request Access button → confirm the pop-up window by clicking the Request Access button again. Once your offer is approved, you can create a campaign in Everad. Creating a campaign allows you to get the offer link. Campaigns tab → Add campaign → provide a name for your campaign → select the offer you requested by selecting it from the Offers drop-down menu after completing all the steps and creating the campaign → click the   icon next to the campaign that you created → copy the popped-up link:








4. Add Everad offer to RedTrack.



RedTrack→ Offers→ New→ give the offer a name and choose Everad as the offer source→ paste the Everad offer to the URL field → add ""sid1={clickid}"" to the URL →  Save:







Refer to this guide for details on how to fill in the rest of the fields in the Offer form.



5. Create the campaign in RT with the traffic channel you buy the traffic from and the offer you have just added.



Refer to:




this guide for Advertisers.



this guide for Affiliates.



",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/everad/,docs
656,KMA.biz and RedTrack,"




KMA.BIZ is the marketing and advertising company for promoting offers.



Integration





Before you proceed with the integration, make sure to have the already added:




Custom tracking domain



Conversion events



Traffic channel






1. Add KMA.BIZ as an Offer source in RedTrack.



Offer sources→ New from template→ find KMA.BIZ template→ Add → copy the Postback URL→ Save the template:











In the Additional parameters section of the added template, you can add additional macros to the postback link (if needed). Here's the list of macros supported by KMA.BIZ: ​Refer to this article for more details on Offer source settings in RedTrack.



2. Set up the postback URL in KMA.BIZ.



KMA.biz allows you to either create a Global Postback URL that will apply to all Offers or set up individual Postbacks upon creating an Offer. We recommend you to use the ""Global postback"" option, it will be applied for all your Offers and you will not have to insert it separately for each Offer. 



In your KMA.BIZ account go to Tools → Global postback → paste the RT Postback URL (copied in step 1) → Apply:







3. Get the KMA.BIZ offer.



In your KMA.BIZ account navigate to the Offers section for available Offers and click on Request access. Once you've received the one you wish to promote you need to create Stream, adjust settings (activate Global Postback for example) and click on create Stream button. Your tracking link will be generated automatically. Copy it:







4. Add KMA.BIZ offer to RedTrack.



RedTrack→ Offers→ New→ give the offer a name and choose KMA.BIZ as the offer source→ paste the KMA.BIZ offer URL → add data1={clickid} to the URL→ Save:







Refer to this guide for details on how to fill in the rest of the fields in the Offer form.



5. Create the campaign in RT with the traffic channel you buy the traffic from and the offer you have just added.



Refer to:




this guide for Advertisers.



this guide for Affiliates.



",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/kma-biz/,docs
658,Adtrafico and RedTrack,"

Adtrafico is one of the leading affiliate networks based in the UK. The revenue models of this network are CPA, CPL and CPS. They support both mobile and desktop traffic, and this network's software is managed by Hasoffers. Adtrafico reviews the websites or apps of publishers before approving their accounts. You can talk to your affiliate manager about highly optimized and converting offers.

To integrate Adtrafico with RedTrack act as follows:

1. Add Adtrafico template to RedTrack.

Go to Offer Sources -&gt; New &gt; find Adtrafico -&gt; Add the template:



2. The postback URL for Adtrafico will be as follows:



3. Copy the postback for further implementation on the Adtrafico side and Save the changes.

4. Set the postback URL in Adtrafico:

Scroll down until you see the Your Pixels/Postbacks tab. Click Add New Pixel/Postback. Paste the Postback URL you have copied in Step 3 into the Code field and click Create. 



5. Obtain the Adtrafico offer:

Log into your Adtrafico account. Navigate the Offers tab and Browse/Search available Offers. Open the one you wish to promote. Your tracking link will be generated automatically, however, you need to manually add RedTrack click ID macro to the URL. In order to do that, click the Add Click ID button.

in RedTrack, the click ID tracking parameter is named {clickid}. Hit the plus sign upon inserting it into the corresponding field to update the tracking URL.



6. Add Adtrafico offer to RedTrack.

Open Offers -&gt; New:



7. Fill in the info -&gt; add Adtrafico offer link in the URL field -&gt; add the tracking parameters “aff_click_id={clickid}” at the end of the offer URL -&gt; Save the changes:

",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/adtrafico/,docs
660,Zorka.Network and RedTrack,"

Zorka.Network is an affiliate network by global creative mobile performance agency Zorka.Mobi. The network specializes in direct CPI offers worldwide: games, shopping, gambling, software &amp; services, utilities, travel, social, education, entertainment, etc.

To integrate Zorka.Network with RedTrack act as follows:

1. Add Zorka.Network template to RedTrack.

Go to the Offer Sources -&gt; press the New button -&gt; find Zorka.Network​ -&gt; Add:



2. The data will be automatically filled in, just copy the Postback URL and Save the changes:



3. Obtain the offer from Zorka.Network.

Go to the Offers tab -&gt; choose the offer you wish to promote -&gt; submit an application. If all conditions are met, you will be approved after a short review. Your approved offers can be found in the Available Offers tab.

4. Once approved, open your offer and navigate the Tracking link section. Enable conversion tracking by adding {clickid} tracking macro into the Ref id field. Your Offer link will be updated automatically. Copy it to clipboard.



5. Set the postback URL in Zorka.Network.

You have two options: either set up Global Postback that will be applied to all of your offers or add your postback URL separately for each offer.

Global Postbacks can be managed in your Profile settings. Individual postbacks can be set right on the offer page. In both cases, the setup process looks the same:

 	Press Add postback  button
 	Insert the postback link from RedTrack
 	Save



If you want to use multiple Postbacks for different target actions (for example, registration and deposit), you can add postbacks for different conversion types.

6. Add Zorka.Network offer URL to RedTrack.

Go to Offers -&gt; New -&gt;  put the link in the URL field -&gt;  Save:

",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/zorka-network/,docs
664,lospollos with RedTrack,"




lospollos help publishers improve conversions and profits while saving them millions of work hours.&nbsp;



Integration





Before you proceed with the integration, make sure to have the already added:




Custom tracking domain



Conversion events



Traffic channel






1. Add Los Pollos as an Offer source in RedTrack.



Offer sources→ New from template→ find Los Pollos template→ Add → copy the Postback URL→ Save the template:











Refer to this article for details on Offer sources in RedTrack.



2. Set up the postback URL in Los Pollos.



In your Los Pollos account go to Postback → insert the RT Postback URL (copied in step 1) into the Global Postback URL field → Save:







3. Get the Los Pollos offer.



In your Los Pollos account navigate the Smartlinks tab and click the one you wish to track with RedTrack → enable conversion tracking by adding {clickid} tracking macro into the Click ID field → once the link is generated, copy it: 







4. Add Los Pollos offer to RedTrack.



RedTrack→ Offers→ New→ give the offer a name and choose  Los Pollos as the offer source→ paste the URL from  Los Pollos (copied within step 3) → add cid={clickid} to the URL →  Save:







Refer to this guide for details on how to fill in the rest of the fields in the Offer form.



5. Create the campaign in RT with the traffic channel you buy the traffic from and the offer you have just added.



Refer to:




this guide for Advertisers.



this guide for Affiliates.



",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/los-pollos/,docs
666,Monetizer and RedTrack,"




Afflow/Monetizer helps publishers, traffic sources &amp; networks monetize their global untargeted mobile and web inventory. They have built a portfolio of extremely optimized exclusive campaigns in 150+ countries.



Integration





Before you proceed with the integration, make sure to have the already added:




Custom tracking domain



Conversion events



Traffic channel






1. Add Monetizer template to RedTrack.



Offer sources→ New from template→ find Monetizer template→ Add → copy the Postback URL→ Save the template:











Refer to this article for details on Offer sources in RedTrack.



2. Set up the postback URL in Monetizer.



In your Monitizer account settings navigate to the Global Postback section → paste the RedTrack Postback URL (copied in step 1) into the Postback URL field:







3. Get the Monetizer offer.



In your Monetizer account create a direct tracking link for your Campaign → put the {clickid} token in the Click ID field to enable conversion tracking. Once you the link is created, copy the Direct Link URL:







4. Add Monetizer offer to RedTrack.



RedTrack→ Offers→ New→ give the offer a name and choose Monetizer as the offer source→ paste the URL from MaxBounty to the URL field → add clickID={clickid} to the end of the URL→ Save:







Refer to this guide for details on how to fill in the rest of the fields in the Offer form.



5. Create the&nbsp;campaign in RT&nbsp;with the traffic channel you buy the traffic from and the offer you have just added.



Refer to:




this guide for Advertisers.



this guide for Affiliates.



",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/monetizer/,docs
670,AIVIX and RedTrack,"

AIVIX is the finance affiliate program in affiliate marketing. It works with direct and verified advertisers, can offer great conditions on the market for your traffic source, promotion, and profits. The AIVIX Affiliate Network distributes your traffic to advertisers based on over 20 main triggers of inbound traffic, thus squeezing the maximum results out of every web platform.

To integrate AIVIX with RedTrack act as follows:

1. Add AIVIX template to RedTrack.

Go to Offer Sources -&gt; New &gt; find AIVIX -&gt; Add the template:



2. The postback URL for AIVIX will be as follows:



3. Copy the postback for further implementation on the AIVIX side and Save the changes.

4. Set the postback URL in AIVIX:

Go to your Profile -&gt; Global postbacks -&gt; paste the postback URL you've copied in Step 3 into the Default postback URL field and press Update:



5. Obtain the AIVIX offer:

Go to the tab Offers in AIVIX -&gt; click the Offer:



Copy the Offer URL:



6. Add AIVIX offer to RedTrack.

Open Offers -&gt; New:



7. Fill in the info -&gt; add AIVIX offer link in the URL field -&gt; add the tracking parameters “aff_sub={clickid}” at the end of the offer URL -&gt; Save the changes:

",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/aivix/,docs
672,CrakRevenue and RedTrack,"




CrakRevenue is an international and industry-leading CPA Network specializing in web traffic monetization and online marketing solutions.



Integration





Before you proceed with the integration, make sure to have the already added:




Custom tracking domain



Conversion events



Traffic channel






1. Add CrakRevenue as an Offer source in RedTrack.



Offer sources→ New from template→ find CrakRevenue template→ Add → copy the Postback URL→ Save the template:











Refer to this article for details on Offer sources in RedTrack.



2. Set up the postback copied from RT in CrakRevenue.



In your CrakRevenue account click to expand the Postback Options section of the menu → choose your tracking goal and paste the Postback URL (copied in step 1) into the corresponding field → click Create Postback to save the link. The setup should look like this:







CrakRevenue also supports Global Postback. If you don’t want to put your Postback URL every time you set up a new offer, please contact your CrakRevenue affiliate manager and to add your Global Postback. A Global Postback link will be the same: https://your.domain.com/postback?clickid={aff_sub}



3. Get the offer URL in CrakRevenue.



In your CrakRevenue account go to the tab Offers → choose the desired offer and click the Agree button to confirm your choice. Your offer link will be generated automatically. However, it needs to be modified to enable tracking. Open the Link Customization section and add the ""{clickid}"" parameter to the Sub ID 1 field →  cope the link:







4. Add CrakRevenue Offer to RedTrack.



RedTrack→ Offers→ New→ give the offer a name and choose CrakRevenue as the offer source→ paste the URL from MaxBounty (copied within step 3) → add aff_sub={clickid} to the URL→ Save:







Refer to this guide for details on how to fill in the rest of the fields in the Offer form.



5. Create the&nbsp;campaign in RT&nbsp;with the traffic channel you buy the traffic from and the offer you have just added.



Refer to:




this guide for Advertisers.



this guide for Affiliates.



",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/crakrevenue/,docs
674,AdCombo and RedTrack,"




AdCombo is an innovative CPA network that provides the best payout rates with high conversion offers and landing pages. The company was founded in 2014 but already has established itself as an effective and trustworthy affiliate network. They have really friendly and helpful affiliate managers who work closely with both publishers and advertisers.



Integration





Before you proceed with the integration, make sure to have the already added:




Custom tracking domain



Conversion events



Traffic channel






1. Add Adcombo as an Offer source in RedTrack.



RedTrack → Offer sources → New from template → add Adcombo template → copy the Postback URL → Save the template:











Refer to this article for details on Offer sources in RedTrack.



2. Set up RedTrack Postback URL in Adcombo



Go to your Adcombo account Postbacks→ Settings→ paste the Postback URL from RedTrack (step 1.2)→ add more postbacks if you plan to track conversions&nbsp;statuses or conversion types→ Save:







3. Get the Adcombo offer URL



In your Adcombo account go to the&nbsp;My Campaigns→ create a new campaign with the&nbsp;Offer&nbsp;you want to promote→&nbsp;Save. Once you’re done, the&nbsp;Adcombo tracking URL&nbsp;will be automatically generated:







4. Add MaxBountyAdcombo Offer to RedTrack



RedTrack→ Offers→ New→ give the offer a name and choose Adcombo as the offer source→ paste the URL from Adcombo (copied within step 3) → add&nbsp;clickid={clickid}&nbsp;to the URL→ Save:







Refer to this guide for details on how to fill in the rest of the fields in the Offer form.



5. Create the&nbsp;Campaign&nbsp;with the traffic channel you buy the traffic from and the offer you have just added.



To help you add the campaign refer to:




this guide&nbsp;for Advertisers.



this guide&nbsp;for Affiliates.



",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/adcombo/,docs
678,LeadBit and RedTrack,"




Leadbit is a direct advertiser in Europe, Asia, and a worldwide affiliate network. 



Integration





Before you proceed with the integration, make sure to have the already added:




Custom tracking domain



Conversion events you want to track



Traffic channel






1. Leadbit as an Offer source in RedTrack.



RedTrack → Offer sources → New from template → Add Leadbit template → copy the Postback URL → Save the template:











Refer to this article for details on Offer sources in RedTrack.



2. Set up the postback URL in Leadbit.



2.1 In your Leadbit account go to the Offer tab → Create Tracking URL:







2.2 In Leadbit, {sub1} parameter is used for postbacks. Fill in the postback URL fields (we recommend using individual postback for each conversion status):







2.3 Fill in the offer name, select your traffic source from the drop-down menu or add a new one and save the flow.



3. Get the Leadbit offer.



3.1 In your Leadbit accounty you will be redirected to the Tracking URL section. The link needs to be adjusted in order to enable tracking with RedTrack.







3.2 Click the link icon and add the tracking parameter to the sub1 field. For RedTrack it’s {clickid}. The link will be updated automatically. Copy your unique tracking link to the clipboard:







4. Add Leadbit offer to RedTrack.



In your RedTrack account go to Offers → Create new offer → add Leadbit offer link in the URL field -> make sure the tracking parameters “sub1={clickid}” are added at the end of the offer URL → Save changes to the template:







Refer to this guide for details on filling in the rest of the fields in the Offer form.



5. Create the campaign with the traffic channel you buy the traffic from and the offer you have just added.



To help you create the campaign refer to:




this guide for Advertisers.



this guide for Affiliates.



",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/leadbit/,docs
680,YTZ and RedTrack,"




YTZ is a Canadian performance agency that specializes in monetizing mobile and web traffic. They partner with affiliates and networks from all over the world to monetize international traffic using our highly optimized rotator links and exclusive campaigns.



Integration





Before you proceed with the integration, make sure to have the already added:




Custom tracking domain



Conversion events you want to track



Traffic channel






1. Add YTZ as an Offer source in RedTrack.



RedTrack → Offer sources → New from template → add YTZ template → copy the Postback URL → Save the template:











To add additional macros in the template, go to the section Additional parameters.Here's the list of YTZ-supported​ macros: {SUB1} {SUB2} {SUB3} {SUB4} {SUB5} {REVENUE}.​



Refer to this article for details on Offer sources in RedTrack.



2. Set the postback URL in YTZ:



2.1 In your YTZ account go to Postbacks → Add Postback:







2.2 Paste the RT Postback URL (copied in step 1) and click Add Postback:







3. Get the YTZ offer URL.



3.1 In your YTZ account go to Campaigns → search for offers you wish to run and click on View Details:







3.2 Scroll down and approve Terms and Conditions. Offer link (called Tracking link in YTZ) will appear automatically:







3.3 Add our {clickid} macro in the S1 field → copy the appeared URL from the Get Tracking Link section: 







4. Add YTZ offer to RedTrack.



In your RedTrack account go to Offers → Create new offer → fill in the mandatory fields → add YTZ offer link in the URL field → add the tracking parameters “s1={clickid}” to the end of the offer URL → Save:







Refer to this guide for details on how to fill in the rest of the fields in the Offer form.



5. Create a campaign in RedTrack with the traffic channel you buy the traffic from and the offer you have just added.



To help you add the campaign refer to:




this guide for Advertisers.



this guide for Affiliates.



",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/ytz/,docs
682,BillyMob and RedTrack,"




Billy Mobile is the leading affiliate platform, successfully shrinking the divide between advertisers and publishers. Media buyers from across the globe can benefit from Billy's self-service platform, boasting a premium inventory of 6,000+ CPA, CPL and CPI campaigns. 



Integration





Before you proceed with the integration, make sure to have the already added:




Custom tracking domain



Conversion events you want to track



Traffic channel






1. Add BillyMob as an Offer source in RedTrack.



RedTrack → Offer sources → New from template → Add BillyMob template → copy the Postback URL → Save the template:











Refer to this article for details on Offer sources in RedTrack.



2. Set up the copied Postback URL from RedTrack in BillyMob.



Go to your BillyMob account → click on your account name in the upper right corner → Account Settings → Global Postback → paste the copied Postback URL from RedTrack → Save: 







3. Get the BillyMob offer.



In your BillyMob account go to Marketplace → select your desired offer → click the blue GET TRACKING LINK button in the upper right corner → submit information regarding your traffic source → click Get tracking link.



The link needs to be edited in order to track the offer with RedTrack. Click the pencil edit button next to the link and add the tracking parameter to the corresponding field. For RedTrack it’s {clickid}. The link will be updated automatically. Click Save and copy your unique tracking link to the clipboard:







4. Add BillyMob offer to RedTrack.



In your RedTrack account go to Offers → Create new offer → add BillyMob offer link in the URL field -> add the tracking parameters “sub={clickid}” at the end of the offer URL → Save changes to the template:







Refer to this guide for details on how to fill in the rest of the fields in the Offer form.



5. Create the campaign in RedTrack with the traffic channel you buy the traffic from and the offer you have just added.



Refer to:




this guide for Advertisers.



this guide for Affiliates.



",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/billymob/,docs
684,MaxBounty and RedTrack,"








MaxBounty is a world-leading performance-based CPA network that provides the best service possible to both affiliates and advertisers by creating a seamless, global online marketing experience. 



Integration





Before you proceed with the integration, make sure to have the already added:




Custom tracking domain



Conversion events



Traffic channel






1. Add MaxBounty as an Offer source in RedTrack.



Offer sources→ New from template→ find MaxBounty template→ Add → copy the Postback URL→ Save the template:











Refer to this article for details on Offer sources in RedTrack.



2. Set up RedTrack Postback URL in MaxBounty



2.1 Open your MaxBounty account and click on the offer you wish to track→ proceed to the Sub-ID &amp; Callbacks section→ add {clickid} parameter to the Sub-ID field:







2.2 In order to enable tracking, you need to set up a Postback link. In MaxBounty,&nbsp;s2&nbsp;parameter is typically used for this purpose. Select URL as&nbsp;Callback Type→ paste the pre-set Postback URL template you copied in&nbsp;step 1.2&nbsp;into the corresponding field→ click&nbsp;Save Pixel:







3. Get the MaxBounty offer URL



3.1 Now that you have set up your tracking data, you can generate a unique link for your offer. Scroll down to&nbsp;Creatives→ choose your traffic type (eg. Contextual)→ click&nbsp;get tracking code:







3.2 Remember to change the default offer URL back to curly brackets “{}” used by RedTrack, like this&nbsp;{clickid}:







4. Add MaxBounty Offer to RedTrack



RedTrack→ Offers→ New→ give the offer a name and choose MaxBounty as the offer source→ paste the URL from MaxBounty (copied within step 3.2) → add s2={clickid} to the URL→ Save:







Refer to this guide for details on how to fill in the rest of the fields in the Offer form.



5. Create the&nbsp;campaign in RT&nbsp;with the traffic channel you buy the traffic from and the offer you have just added.



Refer to:




this guide&nbsp;for Advertisers.



this guide&nbsp;for Affiliates.



",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/maxbounty/,docs
686,Outbid and RedTrack,"




Outbid (former LetsCPA) is a sweepstake-focused affiliate network promoting both SOI and CC Submit offers worldwide.&nbsp;



Integration





Before you proceed with the integration, make sure to have the already added:




Custom tracking domain



Conversion events&nbsp;you want to track



Traffic channel






1. Add Outbid as an Offer source in RedTrack.



RedTrack → Offer sources → New from template → add Outbid template → copy the Postback URL → Save the template:











You can add additional macros to the POSTBACK link if you like. To do that in the added Outbid template go to the Additional parameters section. Here's the list of Postback macros supported by LetsCPA:



ParameterDescription{uagent}UserAgent of user browser{ip}User IP-address{sub1}Subaccount 1{sub2}Subaccount 2{sub3}Subaccount 3{sub4}Subaccount 4{sub5}Subaccount 5{sub6}Subaccount 6{sub7}Subaccount 7{sub8}Subaccount 8{unid}Additional parameter for tracking URL{ref_id}Additional parameter for tracking URL{os_id}Additional parameter for tracking URL{user_id}Additional parameter for tracking URL{ext1}Additional parameter for tracking URL{ext2}Additional parameter for tracking URL{ext3}Additional parameter for tracking URL{transactionid}Conversion identificator of advertiser{date}Date and time of conversion committing in format Y-m-d H:i:s{click_date}Date and time of click committing in format Y-m-d H:i:s{offerid}Offer identificator in the System{offer_name}Offer title in the System{status}Conversion status, available values:1 – action “Allowed” (will be paid later by advertiser)2 – action “In process” (decision is not taken yet, you need request the status later)3 – action “Declined” (will not be paid later by advertiser)5 – action is «Approved» and put on Hold (will be paid by advertiser at a certain amount of time – the period of hold is taken from the offer settings).{sum}Conversion payout{city}City{geo}Country{goal}Goal{currency}Currency{comment}Comment{time}Time of click committing in format H:i:s{date_only}Date of click committing in format Y-m-d{rand}Randomly generated number{referrer}Click referrer{custom_field_1}Custom field 1{custom_field_2}Custom field 2{custom_field_3}Custom field 3{custom_field_4}Custom field 4{custom_field_5}Custom field 5{custom_field_6}Custom field 6{custom_field_7}Custom field 7{custom_field1}Custom field 1{custom_field2}Custom field 2{custom_field3}Custom field 3{custom_field4}Custom field 4{custom_field5}Custom field 5{custom_field6}Custom field 6{custom_field7}Custom field 7{os}OS Family{time}Time of click committing in format H:i:s{timestamp}unix timestamp of conversion creation



Refer to this article for details on Offer sources in RedTrack.



2. &nbsp;Set up the Postback URL from RedTrack in&nbsp;Outbid.



The network allows you to create a Global Postback URL that will apply to all offers, or set up individual Postbacks upon creating an Offer. In our example, we will be adding a Global Postback.



2.1 In your Outbid account go to your Profile settings:







2.2 Find Global Postbacks section → Add Postback → paste the Postback URL (copied from RT in step 1) → Save:







3. Get the Outbid offer URL.



3.1 In your Outbid account go to Offers → Available Offers:







3.2 Open the one you wish to promote → fill in click id macro (the correct parameter for RedTrack is {clickid}). Offer link will be updated automatically → copy it:







4. Add Outbid offer to RedTrack.



In your RedTrack account go to Offers → Create new offer → fill in the mandatory fields → add Outbid offer link in the URL field → make sure “sub2={clickid}” parameters are added at the end of the offer URL → Save:







Refer to this guide for details on how to fill in the rest of the fields in the Offer form.



5. Create a&nbsp;campaign in RedTrack&nbsp;with the traffic channel you buy the traffic from and the offer you have just added.



To help you add the campaign refer to:




this guide&nbsp;for Advertisers.



this guide&nbsp;for Affiliates.



",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/letscpa/,docs
695,Lemonads and RedTrack,"




Lemonads is based on a strong reputation in audience monetization and affiliate marketing.



Integration





Before you proceed with the integration, make sure to have the already added:




Custom tracking domain



Conversion events you want to track



Traffic channel






1. Add Lemonads as an Offer source in RedTrack.



RedTrack → Offer sources → New from template → add Lemonads template → copy the Postback URL → Save the template:











Refer to this article for details on Offer sources in RedTrack.



2. Set up the Postback URL in Lemonads.



2.1 In your Lemonads account go to Profile → Global postback:







2.2 Add the postback URL from RedTrack (copied in step 1) into the Your postback URL field → save the changes:







3. Get the offer URL from your Lemonads account.



4. Add Lemonads offer to RedTrack.



In your RedTrack account go to Offers → Create new offer → add Lemonads offer link in the URL field -> make sure the tracking parameters “clickid={clickid}” are added at the end of the offer URL → Save changes to the template:







Refer to this guide for details on how to fill in the rest of the fields in the Offer form.



5. Create a campaign in RedTrack with the traffic channel you buy the traffic from and the offer you have just added.



To help you add the campaign refer to:




this guide for Advertisers.



this guide for Affiliates.



",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/lemonads/,docs
